,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
476,2022-03-12,5080A0WTF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,8023.0,100.0,7.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,13169.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1395.0,100.0,2.0,100.0,98.0,100.0,26.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,51773442.0,68.0,13099.0,100.0,0.0,100.0,0.0,,,100.0,586.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
477,2022-03-12,7LZ01HBL,Seagate BarraCuda SSD ZA250CM10002,250059350016,1,100.0,0.0,,,,,,,,,,,,,100.0,17525.0,,,,,100.0,3.0,,,,,100.0,99.0,100.0,99.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,100.0,134.0,,,,,100.0,1425953522097.0,100.0,1.0,,,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,,,90.0,38.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,100.0,109951162777663.0,100.0,459561500672.0,100.0,87732.0,,,100.0,183987755296.0,,,100.0,44077.0,100.0,28130.0,,,,,,,,,,,,,,,,,,,,
478,2022-03-12,ZA171VEE,ST8000NM0055,8001563222016,1,77.0,52812032.0,,,91.0,0.0,100.0,7.0,100.0,88.0,89.0,822469431.0,,,52.0,42638.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,73.0,27.0,69.0,63499.0,100.0,22.0,70.0,60066.0,27.0,27.0,77.0,52812032.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,42601.0,100.0,84563680040.0,100.0,326900034354.0,,,,,,,,,,,,,,,,,,,,
479,2022-03-12,Z302SYNW,ST4000DM000,4000787030016,1,119.0,209668880.0,,,92.0,0.0,100.0,12.0,56.0,25744.0,89.0,849972639.0,,,35.0,57422.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,60.0,96.0,4.0,1.0,128.0,100.0,2.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,5.0,94.0,13624.0,24.0,24.0,,,,,97.0,544.0,97.0,544.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57325.0,100.0,74326904360.0,100.0,392715455987.0,,,,,,,,,,,,,,,,,,,,
480,2022-03-12,ZA180Y97,ST8000NM0055,8001563222016,1,100.0,1845184.0,,,89.0,0.0,100.0,9.0,100.0,248.0,86.0,374517917.0,,,55.0,39900.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,71.0,29.0,94.0,12696.0,100.0,14.0,80.0,40712.0,29.0,29.0,100.0,1845184.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39869.0,100.0,79628088344.0,100.0,326547314010.0,,,,,,,,,,,,,,,,,,,,
481,2022-03-12,5120A0EJF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,8171.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,89.0,4774.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,159.0,100.0,26.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,286654466.0,90.0,4106.0,100.0,0.0,100.0,0.0,,,100.0,536.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
482,2022-03-12,11K0A02ZF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7687.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,9070.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,0.0,100.0,100.0,100.0,25.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,33816578.0,79.0,8754.0,100.0,0.0,100.0,0.0,,,100.0,592.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
483,2022-03-12,ZLW17SDM,ST14000NM001G,14000519643136,1,68.0,184131056.0,,,90.0,0.0,100.0,11.0,99.0,6544.0,86.0,421030331.0,,,85.0,13373.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,67.0,100.0,0.0,,,61.0,39.0,,,100.0,3.0,100.0,1876.0,39.0,39.0,,,,,100.0,40.0,100.0,40.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12846.0,100.0,83631163336.0,100.0,211233646532.0,,,,,,,,,,,,,,,,,,,,
484,2022-03-12,ZHZ3T729,ST12000NM0008,12000138625024,1,59.0,238125336.0,,,92.0,0.0,100.0,7.0,100.0,8.0,81.0,116119147.0,,,76.0,21225.0,100.0,0.0,,,100.0,6.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,24.0,100.0,131074.0,,,60.0,40.0,,,100.0,34.0,100.0,995.0,40.0,40.0,1.0,238125336.0,,,100.0,32.0,100.0,32.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21075.0,100.0,85148787432.0,100.0,281056455430.0,,,,,,,,,,,,,,,,,,,,
485,2022-03-12,7QT032NK,Seagate BarraCuda 120 SSD ZA250CM10003,250059350016,1,100.0,0.0,,,,,,,,,,,,,100.0,2799.0,,,,,100.0,5.0,,,,,100.0,519.0,100.0,519.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,100.0,100.0,,,,,100.0,360785772728.0,100.0,1.0,,,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,,,91.0,36.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,100.0,91.0,100.0,0.0,100.0,11698.0,100.0,9168984120.0,100.0,24534164288.0,,,100.0,9368.0,100.0,2569.0,,,,,,,,,,,,,,,,,,,,
486,2022-03-12,8CH171RE,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,133.0,92.0,100.0,0.0,100.0,2.0,100.0,1.0,100.0,0.0,128.0,18.0,97.0,24409.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,981.0,100.0,981.0,157.0,38.0,,,100.0,1.0,100.0,70.0,100.0,85.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2022-03-12,ZHZ3CPTX,ST14000NM0138,14000519643136,1,83.0,222502208.0,,,92.0,0.0,100.0,49.0,100.0,0.0,89.0,845056871.0,,,87.0,11646.0,100.0,0.0,,,100.0,47.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,77.0,23.0,,,100.0,71.0,99.0,3998.0,23.0,23.0,1.0,222502208.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10337.0,100.0,75663795489.0,100.0,162108895170.0,,,,,,,,,,,,,,,,,,,,
488,2022-03-12,S301GVEL,ST4000DM000,4000787030016,1,111.0,153555216.0,,,92.0,0.0,100.0,23.0,96.0,4952.0,87.0,623559899.0,,,35.0,56999.0,100.0,0.0,,,100.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,10.0,100.0,0.0,1.0,186.0,100.0,0.0,100.0,0.0,65.0,35.0,100.0,0.0,100.0,0.0,94.0,13756.0,35.0,35.0,,,,,95.0,848.0,95.0,848.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,56753.0,100.0,70378896160.0,100.0,346913410831.0,,,,,,,,,,,,,,,,,,,,
489,2022-03-13,X880A0F9F97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7754.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,49.0,20610.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,4.0,100.0,75.0,100.0,19.0,,,100.0,0.0,100.0,1.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,101449729.0,49.0,20462.0,100.0,0.0,100.0,0.0,,,100.0,592.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
490,2022-03-13,ZA1818F1,ST8000NM0055,8001563222016,1,82.0,147015448.0,,,89.0,0.0,100.0,16.0,100.0,0.0,92.0,1733198570.0,,,55.0,39768.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,12885098499.0,100.0,0.0,71.0,29.0,94.0,13324.0,100.0,47.0,87.0,26233.0,29.0,29.0,82.0,147015448.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39725.0,100.0,74580207504.0,100.0,418141057370.0,,,,,,,,,,,,,,,,,,,,
491,2022-03-13,ZA12KEE3,ST8000DM002,8001563222016,1,69.0,178365880.0,,,84.0,0.0,100.0,26.0,84.0,696.0,92.0,1569013301.0,,,44.0,49418.0,100.0,0.0,,,100.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,326.0,100.0,0.0,100.0,0.0,59.0,41.0,91.0,19821.0,100.0,11.0,73.0,54883.0,41.0,41.0,18.0,178365880.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,49345.0,100.0,96131465792.0,100.0,394351092350.0,,,,,,,,,,,,,,,,,,,,
492,2022-03-13,Z7OVTDCAT,TOSHIBA MQ01ABF050M,500107862016,1,100.0,0.0,100.0,0.0,100.0,1483.0,100.0,17.0,100.0,0.0,100.0,0.0,100.0,0.0,17.0,33219.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,100.0,5.0,91.0,97407.0,100.0,25.0,,,100.0,0.0,100.0,16.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,19.0,32706.0,100.0,0.0,100.0,0.0,,,100.0,251.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
493,2022-03-13,X880A0AWF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,8057.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,49.0,20606.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,100.0,3.0,100.0,87.0,100.0,27.0,,,100.0,0.0,100.0,0.0,100.0,1.0,200.0,0.0,,,,,,,,,,,,,100.0,117833729.0,49.0,20454.0,100.0,0.0,100.0,0.0,,,100.0,585.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
494,2022-03-13,ZLW18E1N,ST14000NM001G,14000519643136,1,58.0,86038232.0,,,98.0,0.0,100.0,2.0,96.0,20416.0,89.0,5170651521.0,,,86.0,12831.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,28.0,100.0,0.0,,,74.0,26.0,,,100.0,0.0,100.0,1430.0,26.0,26.0,,,,,100.0,32.0,100.0,32.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12398.0,100.0,79126478856.0,100.0,200012748882.0,,,,,,,,,,,,,,,,,,,,
495,2022-03-13,ZA214V17,ST10000NM0086,10000831348736,1,73.0,18093832.0,,,91.0,0.0,100.0,22.0,100.0,1114.0,86.0,433201301.0,,,56.0,39289.0,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,137.0,100.0,4295032833.0,92.0,8.0,74.0,26.0,1.0,204192.0,100.0,577.0,100.0,1975.0,26.0,26.0,73.0,18093832.0,,,100.0,40.0,100.0,40.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39066.0,100.0,96335921232.0,100.0,344791343112.0,,,,,,,,,,,,,,,,,,,,
496,2022-03-14,Z302THHF,ST4000DM000,4000787030016,1,108.0,19584112.0,,,92.0,0.0,100.0,20.0,100.0,8.0,87.0,575739828.0,,,36.0,56782.0,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,9.0,100.0,0.0,19.0,81.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,0.0,93.0,14504.0,32.0,32.0,,,,,100.0,48.0,100.0,48.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,56635.0,100.0,69848902376.0,100.0,375140789713.0,,,,,,,,,,,,,,,,,,,,
497,2022-03-14,ZHZ3C58Q,ST14000NM0138,14000519643136,1,72.0,178265753.0,,,90.0,0.0,100.0,27.0,100.0,63.0,90.0,911107292.0,,,87.0,11667.0,100.0,0.0,,,100.0,23.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,67.0,84.0,8590065725.0,,,72.0,28.0,,,100.0,39.0,98.0,4645.0,28.0,28.0,1.0,178265753.0,,,97.0,1778.0,97.0,1778.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10300.0,100.0,74846801499.0,100.0,175332895707.0,,,,,,,,,,,,,,,,,,,,
498,2022-03-14,ZCH032QS,ST12000NM0007,12000138625024,1,63.0,14857088.0,,,95.0,0.0,100.0,4.0,100.0,3824.0,89.0,793895552.0,,,76.0,21398.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,299.0,100.0,0.0,,,67.0,33.0,,,100.0,227.0,100.0,1020.0,33.0,33.0,72.0,14857088.0,,,100.0,24.0,100.0,24.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21201.0,100.0,164707607616.0,100.0,264492681240.0,,,,,,,,,,,,,,,,,,,,
499,2022-03-14,Z302SXNF,ST4000DM000,4000787030016,1,102.0,218985800.0,,,92.0,0.0,100.0,20.0,72.0,36320.0,88.0,767483184.0,,,36.0,56777.0,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,11.0,100.0,0.0,1.0,512.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,93.0,15398.0,30.0,30.0,,,,,97.0,536.0,97.0,536.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,56595.0,100.0,69694378152.0,100.0,369048051207.0,,,,,,,,,,,,,,,,,,,,
500,2022-03-14,PL1331LAHD3VZH,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,133.0,107.0,130.0,535.0,100.0,18.0,1.0,1963.0,100.0,0.0,113.0,42.0,94.0,46005.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,406.0,100.0,406.0,250.0,24.0,,,1.0,4074.0,91.0,344.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2022-03-14,ZA17ZPNH,ST8000NM0055,8001563222016,1,70.0,153912760.0,,,89.0,0.0,100.0,15.0,97.0,12224.0,94.0,2244032463.0,,,55.0,39774.0,100.0,0.0,,,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,60.0,40.0,96.0,8005.0,100.0,105.0,88.0,24262.0,40.0,40.0,82.0,153912760.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39708.0,100.0,73151975704.0,100.0,451722453558.0,,,,,,,,,,,,,,,,,,,,
502,2022-03-14,ZHZ3C6AD,ST14000NM0138,14000519643136,1,59.0,124875320.0,,,93.0,0.0,100.0,21.0,100.0,1760.0,89.0,754928016.0,,,88.0,10832.0,100.0,0.0,,,100.0,19.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,155.0,96.0,4.0,,,75.0,25.0,,,100.0,39.0,100.0,1433.0,25.0,25.0,1.0,124875320.0,,,87.0,6784.0,87.0,6784.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,9956.0,100.0,79608894811.0,100.0,122909968308.0,,,,,,,,,,,,,,,,,,,,
503,2022-03-14,5PHRNGJD,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,130.0,100.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,0.0,140.0,15.0,99.0,8682.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,353.0,100.0,353.0,166.0,36.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2022-03-15,5PHPGJ3D,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,132.0,96.0,253.0,51.0,100.0,119.0,100.0,0.0,100.0,0.0,140.0,15.0,99.0,7374.0,100.0,0.0,,,100.0,118.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1141.0,100.0,1141.0,187.0,32.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2022-03-15,5PHK4RWD,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,133.0,92.0,100.0,0.0,100.0,5.0,100.0,1156.0,100.0,0.0,140.0,15.0,99.0,8489.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,4273.0,97.0,4273.0,162.0,37.0,,,100.0,1156.0,100.0,6.0,100.0,24.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,2022-03-15,ZA176HXY,ST8000NM0055,8001563222016,1,82.0,149665200.0,,,94.0,0.0,100.0,5.0,100.0,8.0,91.0,1303544518.0,,,90.0,8785.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,56.0,44.0,99.0,2524.0,100.0,80.0,100.0,540.0,44.0,44.0,82.0,149665200.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,8752.0,100.0,28208581216.0,100.0,94575875474.0,,,,,,,,,,,,,,,,,,,,
507,2022-03-15,1080A1LXF9RG,TOSHIBA MG07ACA14TEY,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7178.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,57.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,11.0,100.0,30.0,100.0,21.0,,,100.0,0.0,,,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27344852258.0,100.0,172430675.0,,,,,,,,,,,,,,,,,,,,
508,2022-03-15,ZL23XBCA,ST16000NM001G,16000900661248,1,80.0,103171145.0,,,97.0,0.0,100.0,3.0,100.0,0.0,84.0,251437622.0,,,92.0,7316.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,77.0,23.0,,,100.0,2.0,100.0,1226.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,8744086.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,7030.0,100.0,59582511248.0,100.0,83831457139.0,,,,,,,,,,,,,,,,,,,,
509,2022-03-15,1090A05MF9RG,TOSHIBA MG07ACA14TEY,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7149.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,56.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,11.0,100.0,30.0,100.0,29.0,,,100.0,0.0,,,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27344714634.0,100.0,105772175.0,,,,,,,,,,,,,,,,,,,,
